Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
engine-mfrs-v-south-coast-air-quality-amicus-merits.txt,1,9278,97.53,39.74,9.49,38.2,13.87,31.11,58.32,32.67,4.13,0.6,0.15,0.02,0,0,0.43,3.52,7.86,12.37,2.96,1.41,4.18,0.88,5.28,3.98,1.05,0.55,8.48,2.26,1.2,0.95,0.25,0.03,0.08,0.09,1.67,0,0.01,0,0,9.46,1.89,2.67,0.64,2.27,0.87,3.07,0.98,0.83,0.04,0.08,1,0.18,0.6,0.13,0.22,6.36,0.33,1.23,4.77,0.22,0.2,0.66,3.52,0.46,8.65,0.42,6.38,1.88,5.37,0.3,0.28,0.98,0,0,1.05,0.18,0.84,0.05,0.01,0,32.95,10.54,6.21,0.15,0.44,0,0,1.51,3.32,1.68,8.26,0.84
engquist-v-oregon-dept-agric-amicus-merits.txt,1,10299,95.21,43.4,8.77,24.38,11.91,26.97,64.84,37.91,4.8,1.01,0.3,0.01,0,0.6,0.1,3.79,8.15,12.84,5.73,2.69,4.05,1.32,7.75,3.33,2.08,0.94,7.74,1.75,2.66,1.26,1.35,0.21,0.36,0.23,3.61,0.03,0.04,0.52,0.16,12.88,3.46,3.39,1.37,2.52,1.49,3.55,0.78,0.56,0.07,0.06,0.64,0.16,0.22,0.13,0.18,6.81,0.44,1.26,4.31,0.34,0.92,1.39,4.48,0.72,7.53,0.83,5.44,1.25,6.13,0.28,0.25,0.33,0.06,0.08,0.78,0.11,0.5,0.06,0.07,0,27.95,10.66,5.23,0.55,0.43,0,0,3.02,2,1.12,4.03,0.91
enright-v-united-states-opposition-0.txt,1,2986,94.89,56.39,3.47,19.29,11.85,25.15,66.28,41.06,7.9,2.91,0.54,0.03,0,2.14,0.2,4.99,9.18,13.09,5.96,1.37,3.28,1.81,9.58,2.24,1.51,0.57,4.66,0.87,3.05,1.27,1.71,0.2,0.74,0.33,6.56,0.03,0,0,2.34,9.54,3.42,1.37,1.24,1.51,0.7,2.65,0.87,0.54,0.07,0.03,0.17,0,0.03,0.03,0.1,3.68,0.03,0.94,2.31,0.03,0.7,6.36,2.04,0.2,6.87,0.84,4.66,1.54,5.73,0,1.04,3.25,0.1,0.03,1.11,0,0.97,0,0.1,0,24.55,10.01,4.22,0,0.27,0,0,1.14,3.28,1.74,2.55,1.34
enright-v-united-states-opposition.txt,1,3935,98.13,47.66,4.44,9.51,12.82,23.99,66.79,41.3,6.38,1.58,0.25,0,0.1,1.14,0.08,4.8,11.28,14.13,3.84,1.22,4.5,1.19,8.18,2.36,1.37,0.76,5.84,1.14,2.57,0.61,1.93,0.2,0.79,0.18,3.38,0,0.03,0.03,1.45,9.05,2.49,1.8,0.71,1.6,1.17,2.62,0.71,0.3,0.03,0.05,0.2,0.13,0.03,0,0.05,4.07,0.05,0.71,2.49,0.05,1.3,4.7,2.19,0.2,7.27,0.89,5.03,1.4,7.45,0.1,0.76,5.18,0.05,0.03,0.71,0,0.71,0,0,0,23.66,9.68,6,0.03,0.18,0,0,1.35,2.03,1.32,2.03,1.04
enron-power-marketing-inc-v-northern-states-power-co-opposition.txt,1,5450,95.82,42.85,9.05,33.69,13.26,27.8,62.5,40.9,6.09,0.97,0.24,0.39,0.02,0.02,0.31,5.12,8.57,14.35,5.5,2,4.26,1.76,7.76,2.24,1.65,0.94,5.89,0.77,2.31,1.38,0.92,0.11,0.29,0.24,2.59,0,0.04,0,0.04,8.79,2.15,1.54,1.69,1.6,0.7,2.77,0.62,0.57,0.02,0.02,0.33,0.02,0.26,0,0.06,6.31,0.66,0.9,4.4,0.4,0.39,2.17,4.39,0.44,9.52,0.66,6.22,1.91,4.97,0.33,0.64,2.17,0,0,0.9,0.02,0.75,0.11,0.02,0,24.81,10.2,6.22,0.09,0.29,0,0,1.6,1.17,1.47,2.9,0.86
enserch-exploration-inc-managing-general-partner-ep-operating-company-petitioner-v-federal.txt,1,4447,98.44,41.29,23.83,72.5,10.95,27.32,57.43,32.49,3.28,0.2,0.09,0.04,0,0,0.07,3.08,8.32,13.15,2.56,2.11,2.99,1.06,4.21,3.67,1.46,0.43,11.2,2.77,3.26,2.88,0.38,0.09,0.09,0.2,1.44,0.02,0.02,0,0,9.04,3.67,1.26,0.56,1.53,0.81,2.52,1.24,0.63,0.04,0.54,0.52,0.07,0.25,0,0.2,6.63,0.18,2.18,4.16,0.22,0.2,1.73,2.45,0.47,11.02,0.61,7.74,2.02,3.33,0.34,1.03,0.79,0,0,2.72,0.02,2.11,0.04,0.54,0,34.79,12.01,6.48,0.07,0.4,0,0,1.71,2.47,1.33,8.95,1.37
entergy-corp-v-epa-brief-merits.txt,1,14236,96.61,36.5,18.73,64.78,15.31,27.99,64.98,37.9,5.04,0.79,0.55,0.01,0.01,0.08,0.13,4.26,7.67,14.49,4.29,2.21,4.82,1.13,7.12,4.66,3.29,0.73,6.41,2.47,2.99,2.52,0.46,0.09,0.09,0.1,1.76,0.01,0.07,0.01,0.1,12.19,3.53,2.45,1.03,2.14,1.45,3.52,1.16,0.67,0.13,0.32,0.87,0.08,0.26,0,0.51,6.36,0.45,1.86,3.29,1.79,0.22,1.21,4.12,0.65,9.19,0.42,6.94,1.78,4.2,0.22,0.44,1.76,0.02,0.03,1.86,0.03,1.63,0.08,0.06,0,26.94,8.2,5.78,0.05,0.42,0,0,1.81,2.54,0.86,6.31,0.97
entergy-corp-v-epapseg-fossil-llc-v-riverkeeper-incutility-water-act-group-v-riverkeeper-0.txt,1,7148,95.24,37.64,14.59,46.66,12.18,28.13,60.52,35.8,5.11,0.64,0.49,0.03,0,0.01,0.11,4.46,7.64,12.42,4.67,2.32,4.27,1.26,7.41,3.44,2.2,0.63,9,2.04,2.48,1.8,0.67,0.06,0.17,0.13,1.55,0.04,0.01,0,0.06,10.91,3.2,2.52,0.77,1.65,1.26,2.97,1.19,0.77,0.1,0.27,0.74,0.08,0.04,0.01,0.59,5.16,0.32,1.27,3.06,1.15,0.25,1.57,4.42,0.59,8.8,0.29,6.66,1.89,3.19,0.11,0.59,1.18,0,0.01,2.08,0.01,1.86,0.11,0.06,0,30.69,9.95,6.53,0.07,0.27,0,0,2.28,2.29,1.51,6.32,1.47
entergy-la-inc-v-lpsc-amicus-merits.txt,1,8327,96.97,39.85,12.46,61.3,13.13,29.1,61.33,36.65,5.13,0.85,0.64,0,0,0.05,0.17,4.28,8.19,13.77,4.17,1.87,4.24,1.22,6.54,2.58,1.81,0.67,5.28,1.02,3.39,2.63,0.76,0.05,0.4,0.16,2.1,0.02,0.04,0.01,0.06,8.83,2.57,2.28,0.83,1.28,0.8,2.81,1.07,1.03,0.04,0,0.79,0.06,0.71,0,0.02,6.09,0.29,1.43,4.28,0.25,0.25,1.97,3.34,0.5,8.95,0.43,5.81,2.35,5.36,0.24,0.46,2.16,0,0,0.78,0,0.65,0.06,0.01,0,28.47,10.12,5.98,0.02,0.22,0,0,2.38,2.86,2.02,3.22,1.66
entergy-louisiana-inc-v-louisiana-public-service-commn-amicus-invitation-petition.txt,1,5023,96.21,39.39,15.19,70.71,12.81,31.4,62.23,36.55,4.92,0.92,0.66,0,0,0.02,0.24,4,7.92,13.38,4.48,2.03,4.42,1.51,6.97,2.35,1.53,0.84,4.96,0.96,3.52,2.95,0.56,0,0.32,0.12,2.11,0.08,0.04,0.06,0.02,9.26,2.79,2.35,0.88,1.37,0.9,2.63,1.19,1.17,0.02,0,1,0.04,0.84,0,0.12,6.73,0.42,1.83,4.14,0.54,0.3,1.29,4.32,0.44,9.66,0.44,6.13,2.53,5.65,0.24,0.58,2.07,0,0,0.96,0,0.84,0.02,0.06,0,28.07,9.74,5.51,0.04,0.24,0.02,0,2.43,2.71,2.31,3.07,2.01
environmental-defense-v-united-states-army-corps-engineers-opposition.txt,1,6029,98.38,41.48,17.43,31.42,13.86,26.51,64.7,39.36,5.66,0.76,0.58,0.02,0,0.07,0.1,4.89,11.41,13.57,4.31,1.61,3.35,0.81,6.34,2.79,1.66,0.63,5.31,1.82,1.89,1.11,0.78,0.12,0.23,0.32,1.91,0.03,0,0.02,0.08,10.9,3.04,2.74,1.28,1.92,1.08,2.64,0.43,0.36,0.02,0.03,0.86,0.03,0.27,0,0.35,3.85,0.43,0.81,2.24,0.33,0.48,2.14,3.22,0.43,10.47,2.27,6.34,1.74,5.36,0.25,0.5,0.08,0.07,0.02,0.76,0.05,0.68,0.02,0.02,0,22.72,8.76,5.52,0.05,0.32,0,0,1.09,2.22,1.04,2.44,1.28
environmental-defense-v-united-states-opposition.txt,1,2948,97.98,40.08,21.08,34.61,11.89,27.41,60.65,36.02,4.85,0.68,0.34,0,0,0.07,0.27,4.17,9.06,13.47,3.73,1.42,3.6,1.15,5.77,2.95,1.76,0.78,8.48,1.22,1.53,1.02,0.51,0,0.17,0.17,1.76,0.03,0.07,0.03,0.44,9.87,3.05,2.34,0.68,1.36,0.78,2.78,0.61,0.58,0,0,0.61,0,0.2,0,0.41,5.09,0.17,1.02,3.83,0.24,0.41,1.9,3.22,0.31,10.75,1.32,6.58,2.85,5.6,0.14,0.61,0,0,0,1.02,0,0.98,0,0.03,0,26.02,10.35,4.04,0.07,0.17,0,0,1.49,2.37,0.98,5.43,1.12
environmental-protection-agency-petitioner-v-state-oklahoma-et-al-state-arkansas-et-al-0.txt,1,10605,98.01,39.58,10.99,25.32,15.09,31.1,64.05,40.08,4.34,0.58,0.39,0.05,0,0.05,0.1,3.74,11,13.64,5.3,2.04,3.89,1.23,7.36,2.92,1.29,0.91,5.3,1.46,2.36,1.16,1.19,0.06,0.33,0.23,1.74,0,0.08,0,0.05,12.18,3.25,3.38,1.43,2.17,1.09,2.8,0.58,0.47,0.08,0.02,1.76,0.08,0.14,0.02,1.54,6.61,0.27,0.96,5.19,0.23,0.44,1.73,3.74,0.94,8.68,0.95,6,1.82,3.51,0.23,0.52,0.06,0,0.01,0.99,0.02,0.91,0.03,0.02,0,25.65,8.46,5.2,0.13,0.25,0,0,1.32,1.77,1.27,5.42,1.82
environmental-protection-agency-petitioner-v-state-oklahoma-et-al-state-arkansas-et-al.txt,1,10605,98.01,39.58,10.99,25.32,15.09,31.1,64.05,40.08,4.34,0.58,0.39,0.05,0,0.05,0.1,3.74,11,13.64,5.3,2.04,3.89,1.23,7.36,2.92,1.29,0.91,5.3,1.46,2.36,1.16,1.19,0.06,0.33,0.23,1.74,0,0.08,0,0.05,12.18,3.25,3.38,1.43,2.17,1.09,2.8,0.58,0.47,0.08,0.02,1.76,0.08,0.14,0.02,1.54,6.61,0.27,0.96,5.19,0.23,0.44,1.73,3.74,0.94,8.68,0.95,6,1.82,3.51,0.23,0.52,0.06,0,0.01,0.99,0.02,0.91,0.03,0.02,0,25.65,8.46,5.2,0.13,0.25,0,0,1.32,1.77,1.27,5.42,1.82
environmental-protection-agency-v-friends-everglades.pdf,1,11923,98.07,44.2,11.72,39.73,11.71,25.14,57.62,33.54,4.18,1.17,0.6,0.39,0,0.04,0.13,3.01,8.71,12.8,3.5,1.31,3.41,1.03,5.55,2.12,1.2,0.57,10.92,1.9,2.11,1.44,0.66,0.12,0.23,0.08,2.26,0.03,0.23,0.03,0.06,7.93,1.77,2.09,0.61,1.69,0.5,2.47,0.59,0.43,0.03,0.02,1.77,0.08,0.25,0.08,1.33,7.95,0.87,1.35,5.33,0.2,0.46,1.47,2.78,0.36,9.68,1.52,6.82,1.38,5.09,0.34,0.05,0.08,0.02,0,1.34,0,1.24,0.02,0.06,0,65.86,43.34,6.82,0.24,0.16,0,0,2.93,2,0.72,8.5,1.14
environmental-waste-control-inc-dba-four-county-landfill-et-al-petitioners-v-united-states.txt,1,6085,96.83,40.72,18.53,12.82,10.35,27.59,63.29,36.29,4.8,0.77,0.66,0,0,0.03,0.08,4.03,8.27,13.49,4.57,2.25,4.04,1.02,7.36,2.61,1.64,0.56,10.99,1.66,3.16,1.08,2.05,0.16,0.3,0.77,1.69,0,0.02,0,0.03,8.25,1.84,1.71,0.87,1.64,1.08,2.35,0.39,0.31,0.05,0.03,0.77,0.05,0.54,0,0.18,6.92,0.2,1.79,4.29,0.43,1.46,2.96,3.12,0.48,11.68,1.02,7.95,2.66,4.37,0.1,1.27,0.61,0.1,0.02,1.63,0.02,1.56,0.03,0.02,0,31.13,11.31,7.18,0.03,0.35,0,0,1.15,3.68,1.35,4.11,1.97
epa-v-new-jersey-petition.txt,1,65310,97.02,47.1,22.06,22.87,24.22,27.93,64.6,37.52,4.82,0.97,0.17,0.61,0,0.01,0.17,3.85,7.51,14.67,4.51,1.81,4.61,0.99,6.88,4.07,2.14,0.75,6.57,3.02,2.21,1.01,1.19,0.24,0.08,0.08,2.52,0.03,0.03,0.05,0.04,11.68,3.42,3.53,0.91,1.75,1.03,2.67,0.81,0.43,0.04,0.11,1.02,0.1,0.66,0.02,0.27,6.6,0.92,1,3.94,0.45,0.73,1.39,4.29,0.82,11.03,0.64,7.87,2.46,4.28,0.17,0.17,0.76,0.01,0,0.41,0.02,0.27,0.04,0.05,0,21.34,4.96,5.2,0.16,0.29,0,0,1.84,1.72,0.5,5.89,0.8
epa-v-new-york-petition.txt,1,7998,97.13,37.86,22.12,29.97,15.56,27.31,65.78,39.1,5.81,0.81,0.49,0.05,0.03,0.01,0.24,5,9.19,13.99,4.69,2.15,3.81,1.03,7.23,3.79,1.74,0.8,4.81,2.35,2.18,1.21,0.96,0.29,0.2,0.19,1.6,0.03,0.04,0.01,0.06,13.04,3.1,3.46,1.24,2.61,1.33,3.23,0.95,0.74,0.08,0.08,1.05,0.05,0.73,0.03,0.25,4.96,0.31,1.25,2.68,0.55,0.65,2.01,4.2,0.44,10.83,1.79,6.83,2.13,4.4,0.26,0.44,0.19,0.03,0,0.9,0.03,0.61,0.1,0.06,0,29.29,8.31,6.29,0.03,1.35,0,0,1.36,4.65,1.76,4.13,1.41
epic-sys-corp-v-lewisernst-young-llp-v-morrisnlrb-v-murphy-oil.pdf,1,13806,96.57,37.65,13.3,68.43,15.04,27.78,63.04,38.98,5.23,1.23,0.5,0.01,0,0.19,0.54,4,8.39,14.18,4.35,1.99,5.07,1.33,6.53,2.35,1.52,0.8,6.97,1.96,3.75,3,0.74,0.04,0.26,0.18,3.19,0.01,0.06,0.01,0.21,10.04,1.72,1.6,0.72,3.32,0.78,4.51,0.94,0.55,0.2,0.01,0.39,0,0.14,0,0.25,5.95,0.86,1.02,3.61,0.24,0.53,1.44,3.88,0.68,8.5,0.8,6.35,1.43,6.02,0.75,0.25,1,0.01,0.04,0.85,0,0.66,0.17,0.02,0,56.49,36.4,6.08,0.23,0.51,0,0,3.57,2.46,1.14,4.74,1.35
epilepsy-found-v-nlrb-opposition.txt,1,5115,97.03,47.65,16.16,38.27,12.63,28.6,65.14,39.12,6.06,1.68,0.76,0.04,0.04,0.53,0.31,4.38,8.68,14.57,4.81,1.86,3.44,1.62,7.47,2.5,1.17,0.72,6.98,1.52,2.58,1.64,0.94,0.08,0.45,0.12,4.73,0,0.1,0.08,0.57,9.03,2.52,1.68,0.78,1.35,0.9,3.01,1.37,0.88,0.45,0.04,0.31,0.04,0.12,0.08,0.08,7.41,1.29,1.25,4.52,0.25,0.45,1.9,4.38,0.43,10.09,0.72,6.76,2.52,6.88,0.59,0.8,0.72,0,0.02,1.29,0,1.23,0.02,0.04,0,32.28,10.71,6.9,0,0.41,0,0,1.21,4.14,2.15,4.99,1.76
equal-employment-opportunity-commission-appellant-v-allstate-insurance-company.txt,1,705,99,46.03,15.43,43.9,16.02,28.79,64.26,40.28,4.96,0.71,0,0.71,0,0,0,4.26,11.91,14.61,3.55,1.13,3.26,1.84,5.82,2.13,1.42,0.28,8.23,0.71,1.84,1.42,0.43,0.14,0.14,0.14,2.13,0,0,0,0,8.94,3.83,1.42,0.85,0.57,0.85,1.99,0.85,0.57,0,0.14,0.71,0,0.43,0,0.28,7.38,0.71,3.26,4.82,0.71,0.14,1.7,2.84,0.71,9.93,1.84,5.96,2.13,5.53,0.28,0.28,1.13,0,0,0.85,0,0.85,0,0,0,21.99,7.8,4.82,0.14,0.14,0,0,1.56,1.42,1.7,3.69,0.71
equal-employment-opportunity-commission-petitioner-v-arabian-american-oil-co-et-al.txt,1,4944,97.92,49.43,7.5,38.73,13.62,30.16,60.17,37.28,5.04,0.75,0.16,0.16,0,0.2,0.22,4.29,8.41,14.64,4.63,1.5,3.28,1.01,6.67,2.55,1.5,0.79,6.41,1.54,1.82,1.25,0.53,0.12,0.18,0.04,3.36,0.18,0,0,0.4,8.43,2.12,1.5,1.01,1.72,0.85,2.49,0.95,0.69,0.08,0.04,0.32,0.02,0.16,0.02,0.1,5.64,0.69,0.95,3.3,0.53,0.55,1.72,4.03,0.24,8.8,0.53,6.61,1.62,6.37,0.24,0.2,0.38,0.06,0,0.73,0,0.63,0.06,0.04,0,27.87,10.4,6.72,0.18,0.47,0,0,1.48,2.1,1.17,4.03,1.33
equal-employment-opportunity-commission-petitioner-v-arabian-american-oil-company-et-al-0.txt,1,3005,97.72,46.41,10.82,46.63,14.38,31.55,65.66,41.46,6.22,1,0.3,0.43,0,0.03,0.23,5.22,9.75,15.21,4.89,1.4,3.69,1.63,7.25,3.09,1.6,0.8,5.96,1.5,1.96,1.53,0.4,0.07,0.07,0.13,4.03,0.07,0,0,0.1,11.41,3.29,2.63,1,1.7,0.77,3.43,1.13,0.87,0.1,0.07,0.5,0.03,0.23,0.03,0.2,6.02,0.73,1,3.53,0.53,0.57,2.33,3.83,0.33,7.59,0.63,5.79,1.13,5.19,0.27,0.3,0.3,0.07,0.03,0.4,0,0.33,0.03,0.03,0,24.96,9.18,4.69,0.1,0.47,0,0,1.63,2.6,1.4,3.96,0.93
equal-employment-opportunity-commission-petitioner-v-arabian-american-oil-company-et-al.txt,1,6690,97.13,49.04,12.29,36.55,13.65,30.97,64.32,39.39,5.81,1.2,0.31,0.27,0.01,0.07,0.52,4.62,8.22,15.2,4.72,2,3.53,1.66,6.92,2.83,1.72,1.03,6.91,1.55,1.67,1.14,0.52,0.04,0.19,0.07,4.39,0.19,0,0,0.27,9.66,2.44,1.67,0.73,1.64,1.14,2.94,1.29,1.05,0.13,0.01,0.58,0.06,0.3,0.01,0.21,6.62,0.84,1.08,4.17,0.25,0.57,1.51,4.47,0.3,9.15,0.57,7.17,1.46,6.16,0.34,0.1,0.39,0.01,0,0.46,0,0.3,0.09,0.07,0,27.89,9.75,5.62,0.1,0.79,0,0,1.7,2.84,1.08,4.59,1.42
equal-employment-opportunity-commission-petitioner-v-commercial-office-products-company-0.txt,1,9873,97.3,44.65,22.15,41.52,14.8,26.41,64.46,39.04,4.9,0.85,0.35,0.05,0.01,0.12,0.31,4.05,9.67,13.77,4.68,2.33,4.26,1.16,6.89,2.51,1.59,0.89,7.63,1.71,2.51,1.67,0.8,0.11,0.14,0.11,2.79,0.02,0.01,0.05,0.1,8.6,2.05,1.74,1.06,1.92,1,2.64,1.32,0.85,0.4,0.04,0.59,0.08,0.11,0.13,0.21,5.44,0.46,1.79,2.94,0.59,0.34,2.04,4.07,0.62,12.54,0.85,6.27,5.55,4.68,0.26,0.42,0.23,0.01,0.03,0.65,0.03,0.6,0.02,0,0,31.01,8.75,5.16,0.06,0.58,0,0,1.13,3.1,1.16,8.93,2.14
equal-employment-opportunity-commission-petitioner-v-federal-labor-relations-authority-and.txt,1,13862,97.01,41.83,9.68,25.66,15,30.64,66.69,39.77,4.8,0.55,0.22,0.03,0.01,0.12,0.17,4.26,9.33,14.05,5.1,2.3,4.31,1.45,7.89,1.94,1.12,0.69,8.46,1.75,2.81,1.38,1.39,0.04,0.23,0.79,2.56,0,0.03,0,0.13,10.9,2.47,2.78,1.16,2.11,1.04,2.97,0.81,0.58,0.17,0.04,0.79,0.08,0.46,0.01,0.27,8.97,0.95,1.52,6.41,0.35,0.38,1.88,4.52,0.68,8.82,0.61,6.54,1.53,7.44,0.72,0.31,0.74,0.04,0.7,0.95,0.02,0.8,0.08,0.06,0,31.2,8.74,6.07,0.08,0.52,0.01,0,2.81,2.47,1.13,7.93,1.46
equal-employment-opportunity-commission-petitioner-v-ocean-city-police-department.txt,1,2240,99,51.79,21.42,41.94,18.82,25.76,61.88,41.12,5.62,1.25,0.45,0.54,0,0.18,0.09,4.38,11.88,15.22,4.06,1.38,3.35,1.03,5.71,1.88,1.38,0.8,6.7,1.21,2.19,1.52,0.62,0,0.13,0.04,3.35,0,0.04,0,0.18,6.29,1.7,1.12,0.71,1.56,0.54,1.96,0.22,0.13,0.04,0,0.22,0.04,0.04,0,0.13,3.44,0.67,0.8,2.1,0.22,0,2.32,2.54,0.27,13.04,0.89,7.9,4.69,3.88,0.13,0,0.13,0,0,1.03,0,1.03,0,0,0,24.82,7.23,6.25,0.09,0.22,0,0,1.52,0.8,0.98,6.25,1.47
equal-employment-opportunity-commission-v-peabody-western-coal-co-0.pdf,1,5797,96.89,38.78,7.97,62.73,12.15,23.01,65.1,40.31,4.67,1.07,0.62,0,0,0.17,0.28,3.61,11.3,12.32,5.81,1.6,4.88,1.45,8.21,2.42,1.31,0.76,8.66,1.24,3.71,2.83,0.88,0.12,0.19,0.1,3.24,0.02,0.02,0.02,0.17,10.21,2.24,1.43,2.26,2.79,0.71,3.97,0.53,0.43,0.02,0.05,0.59,0.14,0.19,0.05,0.28,6.35,1.85,0.88,3.24,0.29,0.59,2.05,4.14,0.78,8.16,0.85,5.99,1.26,4.07,1.12,1.48,1.21,0.09,0.02,1.55,0.05,1.41,0.02,0.05,0,45.51,25.98,5.19,0.26,0.31,0,0,4.09,1.22,0.74,6.95,0.76
equal-employment-opportunity-commission-v-peabody-western-coal-co.pdf,1,3122,94.57,42.62,5.51,65.82,10.41,22.2,63.84,40.1,5.16,0.67,0.32,0,0,0.19,0.16,4.48,10.76,10.99,6.25,2.4,4.64,1.76,8.97,2.47,1.31,0.74,9.87,1.15,3.3,2.69,0.58,0.13,0.13,0.13,3.59,0,0,0,0.19,10.41,2.85,1.44,1.95,2.95,0.86,3.3,0.67,0.64,0,0.03,0.67,0.35,0.03,0,0.29,6.69,2.15,0.9,2.98,0.35,0.54,2.15,5.09,0.99,7.08,0.7,4.96,1.38,3.4,1.31,1.44,0.9,0.06,0,1.47,0.06,1.25,0.06,0.06,0,56.47,34.88,5.54,0.29,0.45,0,0,4.45,1.38,0.86,7.94,0.67
equicor-inc-petitioner-v-lordmann-enterprises-inc.txt,1,5529,97.08,44.47,7.19,61.44,11.26,25.41,60.25,34.47,4.74,1.3,0.54,0.04,0.05,0.22,0.45,3.44,7.52,13.29,4.05,1.5,3.78,1.16,6.93,2.1,1.16,0.38,9.66,0.8,3.35,2.6,0.72,0.13,0.14,0.18,3.06,0.02,0,0.2,0.04,8.45,1.84,2.08,0.87,1.54,0.71,2.8,0.67,0.61,0.02,0,1.61,0.11,1.43,0,0.11,8.08,0.61,2.57,4.12,0.92,0.47,1.81,3.74,2.24,8.12,1.07,5.25,1.47,5.37,0.47,0.49,1.1,0.14,0.25,0.76,0.04,0.56,0.13,0.04,0,65.04,12.88,7.9,0.07,0.29,0,0,32.75,2.21,1.25,4.21,3.47
equity-athletics-inc-v-department-educ-opposition.txt,1,4607,95.13,42.92,7.89,25.77,11.13,24.07,59.76,35.77,5.25,0.96,0.54,0.02,0.02,0.17,0.2,4.3,7.29,12.39,4.99,1.8,3.73,1.63,7.58,2.37,1.17,0.61,8.4,1.26,3.41,1.69,1.69,0,0.67,0.28,2.97,0.09,0.04,0.13,0.41,8.07,2.24,1.22,0.72,1.61,0.74,2.58,1,0.89,0.07,0.02,0.61,0.2,0.11,0.17,0.13,5.47,0.61,1.3,3.32,0.67,0.39,2.34,4.15,0.3,8.05,1,5.38,1.65,4.75,0.98,1.02,0.24,0,0,0.98,0.04,0.82,0.02,0.04,0,31.43,11.22,6.06,0.11,0.8,0,0,1.35,2.82,1.71,4.6,2.76
equity-athletics-v-department-education-opposition.pdf,1,4567,95.91,46.23,4.65,29.05,8.8,23.67,52.73,29.32,4.09,0.59,0.44,0.02,0,0.02,0.11,3.5,5.8,11.3,3.63,1.18,3.66,1.09,5.76,2.28,1.23,0.48,14.34,1.69,2.28,1.23,1.03,0.07,0.44,0.28,2.78,0.09,0.02,0.04,0.13,6.83,2.26,1.16,0.46,1.09,0.63,2.12,0.77,0.7,0.02,0.04,0.81,0.11,0.07,0.31,0.33,5.47,0.57,1.4,3.26,0.39,0.42,1.69,3.26,0.22,6.57,0.61,4.73,1.31,5.04,0.68,1.01,0.18,0,0.02,1.18,0.09,1.03,0.02,0.02,0,65.25,42.08,6.96,0.28,0.77,0,0,4.23,2.5,1.31,5.96,1.16
eric-marroquin-petitioner-v-united-states-america.txt,1,2427,97.58,39.11,35.35,7.9,13.48,24.89,63.74,38.28,4.45,0.82,0.08,0,0.04,0.7,0,3.63,10.01,13.1,4.78,2.02,3.01,2.06,8.28,2.51,1.44,1.03,9.81,2.31,2.8,0.62,2.14,0,0.78,0.12,2.8,0,0.16,0,0.7,7.79,1.19,0.87,0.95,1.48,0.95,3.46,0.87,0.78,0.04,0.04,0.08,0,0.04,0,0.04,4.2,0.12,1.32,1.73,0.16,1.32,2.51,3.83,1.48,15.66,0.87,6.59,8.28,1.69,0.08,0.54,0.33,0,0.04,0.62,0,0.62,0,0,0,24.89,8.65,5.44,0.08,0.25,0,0,2.22,0.66,0.58,6.67,0.33
erica-p-john-fund-inc-v-halliburton-co-amicus-merits.pdf,1,11309,97.77,44.17,17.24,33.4,14.28,24.35,66.58,37.74,4.61,0.74,0.49,0,0,0.08,0.18,3.86,9.89,13.41,4.74,1.53,4.18,1,7.66,2.91,1.34,0.65,7.55,1.31,4.07,2.25,1.81,0.07,0.18,0.89,3.32,0.01,0.08,0,0.09,12.71,3.7,2.27,1.13,3.14,2.02,3.29,0.88,0.78,0.03,0.01,0.2,0.01,0.06,0,0.13,6.22,0.95,1.63,2.64,0.42,1.79,1.73,3.92,0.81,9.07,1.34,6.08,1.31,6.01,0.3,0.19,1.68,0.03,0.02,1.04,0.01,0.95,0.02,0.06,0,40.87,22.1,5.48,0.17,0.63,0,0,3.03,1.93,1.04,5.09,1.4
erickson-v-usps.pdf,1,5944,97.72,42.39,6.3,44.9,10.36,23.1,58.88,36.37,4.44,1.11,0.5,0,0,0.56,0.05,3.33,9.64,12.75,4.05,2.07,3.43,1.26,6.26,1.75,1.35,0.54,11.52,1.56,2.12,1.58,0.54,0,0.12,0.13,2.73,0,0,0,0.56,8.46,2.62,1.01,1.68,1.63,0.93,2.86,0.87,0.62,0.17,0.07,0.37,0.02,0.15,0.02,0.2,5.13,0.1,1.63,3.21,1.03,0.2,1.72,3.48,0.44,8.06,0.37,5.7,2.3,5.5,0.13,0.71,2.32,0,0,1.35,0.02,1.16,0.05,0.03,0,89.05,63.73,4.68,0.12,0.19,0,0,3.16,3.4,1.28,10.16,2.34
