Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,docket_number,result
garcia-v-holder-opposition.pdf,1.0,7445.0,96.7,37.26,5.13,8.04,10.05,22.27,54.28,35.55,4.89,1.44,0.5,0.0,0.05,0.81,0.08,3.45,9.11,11.79,4.47,1.85,3.22,1.63,6.92,2.58,1.56,0.73,14.02,1.45,2.91,0.7,2.2,0.08,1.53,0.05,1.83,0.03,0.01,0.04,0.79,9.09,2.16,1.99,1.01,1.5,1.03,3.01,0.97,0.93,0.04,0.0,0.3,0.01,0.19,0.0,0.08,3.8,0.01,0.44,2.73,0.31,0.4,2.24,3.67,0.3,7.35,0.71,5.2,1.44,1.07,0.67,0.59,0.09,0.0,0.0,1.63,0.0,1.6,0.0,0.03,0.0,61.37,35.7,6.17,0.13,0.69,0.0,0.0,3.53,2.39,0.63,10.84,1.29,11-79,Judgment VACATED and case REMANDED for further consideration in light of Moncrieffe v.
garcia-v-sessions-0.pdf,1.0,9816.0,95.9,42.01,5.42,35.94,9.59,22.47,50.31,30.92,3.61,0.83,0.21,0.02,0.08,0.44,0.07,2.78,6.85,10.87,4.19,1.53,3.6,1.38,6.39,1.97,1.22,0.7,16.47,1.74,2.11,1.34,0.76,0.14,0.44,0.1,2.13,0.04,0.02,0.05,0.45,7.69,1.75,1.22,0.7,1.74,0.87,2.64,0.96,0.89,0.01,0.03,0.6,0.03,0.19,0.0,0.39,4.07,0.21,0.69,2.8,0.16,0.44,1.71,4.11,0.41,7.9,1.49,4.64,1.46,1.94,0.49,0.78,0.02,0.04,0.12,1.42,0.02,1.25,0.07,0.03,0.0,92.51,62.22,7.58,0.2,0.94,0.0,0.0,4.09,3.18,0.9,12.05,1.35,17-984,Petition DENIED.
garcia-v-sessions.pdf,1.0,10235.0,95.64,43.12,5.41,27.56,8.96,22.53,50.54,31.39,4.49,1.43,0.53,0.06,0.2,0.61,0.04,3.07,6.76,11.14,4.2,1.58,3.22,1.37,6.54,1.91,1.06,0.68,15.35,1.48,2.14,1.12,1.02,0.21,0.5,0.2,2.39,0.03,0.03,0.01,0.63,7.25,1.75,1.28,0.64,1.49,0.8,2.46,1.06,0.96,0.05,0.04,0.55,0.01,0.21,0.0,0.33,4.42,0.21,0.75,3.14,0.16,0.5,2.01,3.61,0.36,7.87,1.32,4.69,1.5,2.05,0.48,0.9,0.03,0.04,0.11,1.64,0.02,1.5,0.07,0.03,0.0,83.68,54.97,7.42,0.2,0.81,0.0,0.0,4.06,3.08,1.18,10.54,1.43,17-1212,Petition DENIED.
garcia-v-united-states-opposition-0.txt,1.0,3797.0,98.36,40.95,9.31,3.96,12.33,28.63,62.21,42.38,5.64,1.5,0.4,0.11,0.0,1.0,0.0,4.13,10.27,16.28,5.29,1.5,3.45,1.5,8.01,2.34,1.61,1.08,7.19,0.92,3.69,0.74,2.95,0.26,2.29,0.08,2.55,0.0,0.03,0.0,1.0,8.45,2.11,1.37,0.61,1.32,0.97,3.06,0.63,0.58,0.05,0.0,0.87,0.03,0.82,0.0,0.03,3.77,0.21,0.71,2.53,0.11,0.32,2.98,3.37,0.37,9.11,0.74,6.51,1.95,1.26,0.58,0.61,0.11,0.0,0.55,1.08,0.0,0.97,0.08,0.08,0.0,24.12,10.19,4.71,0.0,0.13,0.0,0.0,1.16,1.21,1.61,4.4,0.71,00-463,None
garcia-v-united-states-opposition.txt,1.0,5867.0,96.92,52.18,15.31,15.67,11.41,28.69,65.42,39.99,6.05,1.91,0.49,0.02,0.05,1.14,0.2,4.14,9.7,13.69,5.18,1.99,3.65,1.28,8.52,2.44,1.4,1.07,9.1,0.92,3.46,1.35,2.06,0.09,0.9,0.26,5.2,0.03,0.05,0.03,1.16,10.69,3.24,2.06,0.85,1.77,1.07,2.93,1.23,0.68,0.48,0.03,0.34,0.09,0.07,0.05,0.15,5.69,0.37,1.04,3.48,0.36,0.84,4.35,3.22,0.49,10.19,0.82,5.85,3.55,3.07,0.27,0.78,0.27,0.19,0.0,0.89,0.02,0.7,0.05,0.02,0.0,25.36,11.03,5.59,0.0,0.15,0.0,0.0,1.5,1.7,1.45,3.24,0.7,04-1564,Petition DENIED.
garcia-y-garcia-v-united-states-opposition.txt,1.0,2474.0,98.01,41.22,7.05,6.46,11.95,24.54,57.19,36.46,4.0,0.81,0.36,0.16,0.0,0.2,0.08,3.19,9.66,13.06,4.57,1.66,3.19,1.46,6.87,3.27,1.37,0.36,8.25,0.69,3.15,0.69,2.43,0.32,1.05,0.28,1.58,0.0,0.08,0.0,0.2,6.99,1.7,1.21,0.69,1.25,1.05,2.14,0.44,0.4,0.0,0.04,0.81,0.0,0.49,0.04,0.28,7.52,0.53,0.97,5.94,0.12,0.77,1.98,3.52,0.28,8.85,0.77,7.15,0.97,3.23,0.28,0.57,0.04,0.0,0.08,1.01,0.0,0.93,0.04,0.04,0.0,27.36,10.43,5.5,0.12,0.36,0.04,0.0,1.17,1.62,1.09,5.66,1.37,06-236,Petition DENIED.
garco-constr-inc-v-speer.pdf,1.0,5492.0,96.56,44.21,6.31,25.19,8.94,25.62,58.56,33.43,4.52,1.13,0.75,0.0,0.11,0.15,0.13,3.39,7.96,11.76,4.72,1.49,3.39,1.02,7.63,2.11,1.2,0.66,9.23,0.8,1.86,0.91,0.95,0.04,0.51,0.07,2.35,0.02,0.04,0.04,0.13,9.05,2.18,2.44,1.22,1.47,0.75,2.11,1.29,1.0,0.02,0.22,0.4,0.11,0.11,0.13,0.05,7.59,0.2,0.78,5.63,0.87,0.49,2.26,3.44,0.75,8.14,0.51,5.68,1.93,3.9,0.22,1.04,0.16,0.04,0.04,2.11,0.04,1.86,0.05,0.04,0.0,62.07,37.65,5.13,0.07,0.87,0.0,0.0,6.25,4.57,1.4,4.04,2.08,17-225,"Petition DENIED Justice Thomas, with whom Justice Gorsuch joins, dissenting from the denial of certiorari."
garfield-earl-senior-petitioner-v-united-states-america.txt,1.0,3628.0,96.78,54.61,3.83,6.99,12.51,26.07,63.86,40.93,6.97,2.98,0.06,0.08,0.0,2.48,0.36,4.0,10.06,13.53,4.52,2.01,4.0,1.1,7.83,2.89,1.54,0.94,7.25,1.21,3.45,0.85,2.51,0.19,1.05,0.8,4.85,0.0,0.17,0.03,2.81,9.51,2.34,2.18,0.63,1.68,1.38,2.62,0.83,0.74,0.06,0.0,1.54,0.06,1.13,0.08,0.36,4.58,0.63,1.1,2.78,0.14,1.13,4.05,2.51,0.41,8.46,1.07,4.88,2.62,1.46,0.36,1.68,0.58,0.03,0.03,1.1,0.0,0.96,0.06,0.08,0.0,26.93,9.23,6.09,0.11,0.58,0.0,0.0,2.01,1.71,1.19,4.91,1.1,90-6491,None
garland-v-reyes-luevanos.pdf,1.0,9423.0,97.42,54.15,26.63,21.53,14.06,23.44,63.09,39.7,6.1,3.05,0.87,0.41,0.0,1.73,0.03,3.06,9.61,14.33,4.53,1.6,4.14,1.17,7.96,2.33,1.34,0.79,8.19,1.25,1.88,0.79,1.06,0.02,0.27,0.53,5.08,0.1,0.31,0.05,1.7,8.45,2.66,1.45,0.59,1.86,0.58,2.42,1.32,0.88,0.44,0.0,0.46,0.0,0.35,0.01,0.1,4.75,0.63,0.88,2.94,0.08,0.97,2.79,4.08,0.53,13.63,1.9,6.21,5.39,2.37,0.15,0.2,0.12,0.05,0.03,1.05,0.0,0.94,0.04,0.02,0.0,43.14,18.94,5.85,0.31,0.31,0.0,0.0,3.8,3.07,1.1,8.52,1.24,20-1272,Petition DENIED.
garrit-bates-petitioner-v-united-states-america.txt,1.0,11488.0,97.3,39.05,4.83,10.65,10.62,24.6,55.61,32.16,3.86,0.57,0.29,0.03,0.1,0.14,0.03,3.29,8.69,11.02,3.03,1.4,4.11,1.18,5.81,1.85,1.02,0.57,13.63,1.73,2.74,0.77,1.97,0.07,0.9,0.24,1.78,0.01,0.03,0.03,0.18,9.1,1.44,2.52,0.47,2.36,1.18,3.13,0.55,0.5,0.03,0.01,0.94,0.64,0.71,0.08,0.09,5.21,0.3,0.7,3.5,0.54,0.74,1.58,3.21,0.22,6.77,0.3,4.65,1.47,4.81,0.3,0.22,3.05,0.02,0.0,0.94,0.08,0.82,0.03,0.01,0.0,76.31,17.4,7.32,0.17,0.57,0.0,0.0,31.13,3.37,1.0,8.78,6.57,96-7185,None
garvey-v-mcdonough.pdf,1.0,6656.0,96.06,40.32,7.2,29.8,9.95,27.79,60.37,36.01,5.32,1.19,0.47,0.03,0.0,0.42,0.27,4.13,7.93,12.64,4.87,1.58,3.89,1.25,7.68,2.76,1.94,0.87,10.65,1.26,3.82,2.03,1.79,0.09,0.3,0.12,2.88,0.12,0.03,0.08,0.36,9.3,2.1,1.7,0.78,1.73,0.77,3.59,0.95,0.92,0.03,0.0,0.71,0.03,0.2,0.03,0.48,8.91,0.3,1.46,6.36,1.07,0.38,2.7,4.12,0.29,7.27,0.59,4.55,2.28,4.88,0.39,0.86,0.2,0.02,0.2,1.61,0.06,1.47,0.06,0.02,0.0,82.62,56.39,5.24,0.17,0.53,0.0,0.0,3.98,6.39,1.53,6.79,1.61,20-1532,Petition DENIED.
gary-adkins-petitioner-v-united-states-america.txt,1.0,5002.0,98.89,46.08,18.47,1.76,12.93,28.15,58.8,36.29,4.14,1.06,0.18,0.1,0.0,0.76,0.02,3.08,9.22,15.31,3.5,1.62,2.94,1.14,5.6,2.6,1.98,0.62,12.91,1.68,3.94,0.5,3.44,0.16,2.56,0.3,2.4,0.0,0.64,0.0,0.76,8.72,2.46,2.94,0.76,1.28,0.78,2.16,0.8,0.78,0.02,0.0,0.3,0.0,0.22,0.06,0.02,3.16,0.12,0.6,2.22,0.24,0.4,2.96,2.28,0.32,12.34,0.66,6.46,4.82,1.56,0.14,0.58,0.04,0.0,0.02,1.16,0.0,1.08,0.06,0.04,0.0,61.7,9.46,6.68,0.02,0.18,0.0,0.0,32.09,0.88,1.14,8.22,3.04,96-8436,None
gary-e-peel-petitioner-v-attorney-registration-and-disciplinary-commission-illinois.txt,1.0,9750.0,96.62,46.92,6.44,54.74,15.31,33.1,69.03,39.53,5.65,1.34,0.16,0.06,0.0,0.74,0.38,4.31,8.57,14.46,5.11,2.01,4.38,1.19,7.18,3.32,2.14,0.93,5.77,1.51,3.44,2.44,0.9,0.08,0.34,0.1,3.93,0.01,0.08,0.03,0.75,12.03,2.83,2.26,0.89,2.66,1.78,3.31,1.71,0.46,1.13,0.04,1.05,0.18,0.42,0.11,0.36,5.68,0.54,1.87,2.68,0.58,0.64,1.35,5.13,0.74,7.2,0.37,5.18,1.59,9.1,0.38,0.28,2.12,0.04,0.0,0.62,0.09,0.32,0.06,0.09,0.0,26.67,8.92,6.12,0.13,0.4,0.0,0.0,0.86,2.66,1.78,3.78,2.0,88-1775,None
gary-john-eklund-petitioner-v-united-states-america.txt,1.0,5579.0,97.29,55.27,8.83,7.27,14.96,30.2,70.1,43.18,6.67,2.33,0.22,0.18,0.0,1.68,0.25,4.34,9.43,15.95,5.59,1.58,4.0,1.45,8.42,2.49,1.42,0.73,6.81,0.99,3.14,0.75,2.37,0.13,1.02,0.84,5.09,0.0,0.04,0.0,1.79,8.17,2.24,1.97,0.72,1.33,0.68,2.28,0.99,0.68,0.29,0.02,0.29,0.0,0.18,0.0,0.11,6.22,0.29,1.83,4.34,0.22,1.11,3.21,3.84,0.45,10.56,0.82,5.81,3.91,6.67,0.2,0.84,0.18,0.07,0.05,1.02,0.0,0.99,0.04,0.0,0.0,24.91,7.76,4.86,0.05,0.45,0.0,0.0,1.72,1.54,0.84,6.0,1.68,83-1959,None
gary-keith-vernor-petitioner-v-united-states-america.txt,1.0,1499.0,98.28,59.75,15.63,26.88,11.99,29.49,66.84,43.03,6.67,3.07,0.47,0.0,0.0,2.54,0.07,3.6,11.81,15.01,4.74,1.4,4.54,0.6,9.07,2.54,1.67,0.73,4.47,0.8,3.0,1.53,1.47,0.0,0.8,0.13,5.67,0.6,0.4,0.0,3.14,11.21,5.4,1.8,0.67,1.27,1.07,2.13,0.67,0.53,0.07,0.07,0.53,0.47,0.0,0.0,0.07,3.87,0.53,0.67,1.93,0.2,0.8,5.8,1.6,0.33,10.14,1.13,6.6,2.54,2.07,0.0,0.87,0.93,0.33,0.0,0.87,0.0,0.8,0.0,0.07,0.0,22.68,9.87,5.07,0.07,0.27,0.0,0.0,1.0,1.33,2.47,2.54,0.07,90-5270,None
gary-l-lufkin-petitioner-v-united-states-america.txt,1.0,1810.0,99.0,42.33,10.36,3.33,11.99,27.96,55.86,34.03,3.26,0.39,0.11,0.0,0.06,0.22,0.0,2.87,9.83,13.76,3.2,0.83,3.15,0.77,5.41,3.59,2.65,0.5,12.49,1.71,4.14,0.88,3.26,0.28,2.27,0.0,1.77,0.0,0.11,0.0,0.22,6.63,1.77,1.1,0.44,1.49,0.44,2.87,0.44,0.44,0.0,0.0,0.5,0.0,0.5,0.0,0.0,3.2,0.22,0.39,2.15,0.06,0.5,2.32,2.54,0.33,9.34,0.44,4.25,4.2,1.82,0.33,0.44,0.06,0.0,0.0,0.83,0.0,0.77,0.0,0.06,0.0,67.24,10.94,4.97,0.11,0.44,0.0,0.0,36.63,1.88,1.22,6.96,4.09,96-7921,None
gary-zuspann-petitioner-v-jesse-brown-secretary-veterans-affairs-et-al.txt,1.0,3560.0,98.79,42.85,5.14,40.41,8.38,23.62,53.85,32.02,3.2,0.81,0.31,0.0,0.03,0.45,0.03,2.39,9.35,12.64,2.64,1.4,3.06,0.87,4.69,1.94,1.07,0.45,15.22,1.63,2.28,1.54,0.73,0.06,0.28,0.08,1.99,0.0,0.0,0.0,0.45,8.31,2.42,1.1,0.59,1.85,0.93,2.56,0.79,0.76,0.0,0.0,0.98,0.08,0.67,0.08,0.28,5.48,0.08,0.9,3.79,0.53,0.31,1.46,2.58,0.37,6.97,0.67,4.83,1.12,4.58,0.25,0.62,0.31,0.03,0.03,1.29,0.08,1.18,0.03,0.0,0.0,80.45,20.25,5.56,0.17,0.34,0.0,0.0,35.96,1.63,1.52,11.26,3.76,95-696,None
garza-v-idaho.pdf,1.0,10722.0,93.82,48.55,2.02,4.27,11.64,22.09,56.79,36.63,6.46,2.6,0.42,0.0,0.0,2.07,0.11,3.86,8.27,11.15,5.48,2.26,3.17,1.44,9.37,1.99,1.18,1.34,9.68,1.04,5.87,1.86,4.0,0.22,0.95,0.74,4.43,0.01,0.02,0.01,2.11,9.52,2.29,1.48,1.4,1.59,1.11,2.93,1.18,0.94,0.15,0.07,0.36,0.06,0.08,0.0,0.22,4.89,0.08,1.19,1.94,0.39,2.2,2.01,4.18,0.58,6.54,0.55,4.88,1.15,2.66,0.17,0.26,0.14,0.01,0.0,0.76,0.01,0.62,0.09,0.04,0.02,76.14,53.43,6.65,0.12,0.52,0.0,0.0,3.97,3.42,1.31,5.39,1.32,17-1026,Judgment REVERSED and case REMANDED.
gatewood-v-united-states.pdf,1.0,8797.0,93.25,43.95,7.63,11.06,10.77,21.45,52.64,33.39,6.25,1.72,0.51,0.02,0.0,1.01,0.17,4.54,6.35,11.17,4.54,1.82,3.73,1.2,6.89,2.72,1.52,0.94,13.53,1.19,3.46,1.15,2.3,0.28,0.95,0.43,2.89,0.08,0.06,0.05,1.09,9.23,2.34,2.44,0.74,1.88,0.6,2.72,0.97,0.83,0.02,0.06,0.47,0.18,0.23,0.0,0.11,4.25,0.07,1.03,2.89,0.11,0.77,2.76,3.22,0.3,8.59,0.4,5.57,2.53,1.51,0.22,0.67,0.06,0.0,0.06,0.77,0.0,0.67,0.0,0.03,0.0,77.65,49.4,6.89,0.1,0.55,0.0,0.0,3.49,4.75,1.66,9.07,1.74,20-1233,Petition DENIED.
gatimi-v-holder-opposition.pdf,1.0,6352.0,96.01,41.72,14.16,31.68,10.71,22.24,59.21,37.22,5.9,1.65,0.74,0.06,0.0,0.69,0.16,4.25,9.97,11.43,5.02,1.72,3.68,1.5,7.29,2.47,1.76,0.87,10.17,1.59,2.3,1.32,0.98,0.28,0.28,0.27,3.18,0.25,0.0,0.3,0.65,9.98,3.97,2.36,0.96,1.56,0.79,3.02,0.63,0.55,0.02,0.03,0.3,0.16,0.11,0.13,0.02,5.13,1.28,1.12,2.68,0.52,0.38,2.85,3.29,0.27,8.49,1.13,5.57,1.62,2.64,0.24,0.66,0.58,0.03,0.0,1.23,0.08,1.05,0.03,0.03,0.0,63.62,38.71,4.79,0.24,0.39,0.0,0.0,2.91,4.9,2.08,7.97,1.64,10-497,Petition DENIED.
gdf-v-norton-secretary-interior-opposition.txt,1.0,4725.0,97.33,41.39,7.61,25.09,12.24,29.48,60.55,37.54,4.85,1.1,0.59,0.06,0.02,0.13,0.3,3.75,8.57,14.2,5.12,1.71,3.72,1.19,8.42,2.71,1.44,0.49,9.48,1.71,2.18,1.04,1.08,0.17,0.51,0.3,1.78,0.0,0.0,0.0,0.13,9.04,2.33,1.88,0.85,2.12,1.02,2.2,1.08,0.97,0.04,0.02,0.97,0.4,0.23,0.04,0.36,5.35,0.23,1.21,2.96,0.74,0.74,1.46,5.19,0.68,8.25,0.38,6.54,1.27,5.12,0.66,0.66,0.63,0.0,0.13,1.04,0.06,0.83,0.06,0.06,0.0,29.14,10.75,6.77,0.04,0.55,0.0,0.0,1.4,2.46,1.44,4.99,0.74,03-1619,Petition DENIED.
ge-energy-power-conversion-france-sas-corp-v-outokumpu-stainless-usa-llc.pdf,1.0,11684.0,97.57,46.17,6.51,94.13,14.13,29.12,58.11,36.87,4.63,0.89,0.37,0.01,0.05,0.18,0.28,3.74,9.31,13.14,4.44,1.38,4.17,1.06,6.53,1.81,1.08,1.04,7.59,0.9,5.12,4.78,0.34,0.03,0.14,0.08,3.2,0.0,0.01,0.0,0.19,8.67,2.4,1.64,0.63,2.22,0.54,2.77,0.6,0.49,0.05,0.06,0.27,0.03,0.1,0.01,0.14,5.23,1.23,0.84,2.82,0.68,0.2,1.22,3.78,0.76,7.18,0.57,5.21,1.41,3.77,1.43,0.68,0.24,0.11,0.05,0.81,0.02,0.43,0.27,0.08,0.0,57.78,36.35,6.1,0.26,0.37,0.0,0.0,4.01,3.41,0.95,4.04,2.29,18-1048,Judgment REVERSED and case REMANDED.
geddes-v-united-staffing-allicance-employee-med-plan-amicus-invitation-petition.txt,1.0,6588.0,95.11,41.25,7.39,59.7,12.62,26.88,65.89,39.54,5.83,1.24,0.68,0.0,0.0,0.36,0.2,4.58,8.77,13.08,5.33,2.29,4.74,1.43,8.88,2.37,1.08,0.88,5.16,1.02,3.66,2.72,0.93,0.08,0.23,0.3,2.84,0.09,0.0,0.02,0.43,9.96,2.84,1.7,1.15,1.81,0.85,2.93,0.97,0.91,0.02,0.02,1.78,0.18,1.28,0.02,0.32,8.3,0.61,2.73,4.8,0.8,0.64,2.73,4.27,1.68,7.38,0.52,5.51,1.4,5.51,1.18,0.9,0.35,0.2,0.02,1.08,0.02,0.99,0.06,0.0,0.0,26.24,9.32,5.98,0.02,0.46,0.0,0.0,1.76,2.4,1.31,3.55,1.46,06-1458,Petition DENIED.
geier-v-american-honda-amicus-merits.txt,1.0,9356.0,94.39,40.84,4.98,39.94,14.22,30.49,64.03,37.48,5.49,1.15,0.17,0.24,0.01,0.18,0.56,4.34,7.82,12.37,5.39,1.97,4.28,1.75,8.07,3.47,1.97,0.79,7.72,2.11,3.89,2.34,1.55,0.07,0.26,0.19,3.04,0.01,0.02,0.11,0.07,13.13,2.33,3.5,2.44,2.09,0.92,3.61,0.86,0.67,0.04,0.07,0.9,0.26,0.32,0.0,0.4,8.21,0.58,1.35,4.36,0.6,2.06,1.91,4.36,0.45,7.62,0.98,4.72,1.37,6.06,0.31,0.21,0.55,0.0,0.07,0.71,0.06,0.57,0.33,0.01,0.0,25.49,9.85,6.0,0.06,0.37,0.0,0.0,1.07,1.99,0.98,4.29,0.88,98-1811,None
geisen-v-united-states-opposition.pdf,1.0,9084.0,96.5,43.17,6.53,20.44,10.24,23.78,55.1,33.43,4.52,1.05,0.36,0.02,0.04,0.46,0.15,3.48,8.31,11.33,4.24,1.85,3.53,1.02,7.42,2.01,1.22,0.5,12.79,1.1,2.93,1.17,1.52,0.5,0.28,0.32,1.74,0.01,0.01,0.0,0.47,9.81,3.05,1.94,1.03,1.68,1.4,2.14,1.3,1.0,0.04,0.07,0.92,0.54,0.23,0.0,0.15,3.71,0.09,0.78,2.09,0.33,0.81,3.23,2.65,0.34,7.87,0.5,5.42,1.88,3.1,0.34,0.43,0.34,0.02,0.0,0.98,0.0,0.89,0.02,0.04,0.0,47.2,26.53,6.42,0.12,0.72,0.0,0.0,4.99,2.39,0.64,4.07,1.33,10-720,Petition DENIED.
geldermann-inc-petitioner-v-commodity-futures-trading-commission-board-trade-city-chicago.txt,1.0,4620.0,98.17,47.75,6.91,43.95,14.13,28.72,63.98,39.26,5.43,0.93,0.26,0.06,0.0,0.04,0.56,4.5,9.57,14.87,4.18,1.62,3.57,1.17,6.45,1.82,0.95,0.74,8.46,1.34,2.86,1.88,0.89,0.11,0.32,0.32,3.81,0.0,0.0,0.0,0.04,8.12,1.56,1.26,0.54,2.32,0.84,3.01,0.5,0.39,0.09,0.02,0.24,0.04,0.15,0.0,0.04,6.82,1.49,1.08,3.74,0.32,0.45,1.69,3.42,1.08,7.86,0.78,5.02,1.95,6.6,0.11,0.76,3.85,0.0,0.09,0.97,0.0,0.78,0.19,0.0,0.0,28.2,9.24,4.91,0.17,0.26,0.0,0.0,1.71,2.16,1.36,6.39,1.99,"87-1584,",None
geller-v-patent-and-trademark-office.pdf,1.0,6047.0,96.89,43.95,10.36,29.93,9.43,23.38,58.11,35.27,4.65,1.21,0.5,0.0,0.02,0.08,0.61,3.44,8.88,12.07,4.99,1.37,3.74,1.03,8.05,2.03,1.01,0.96,11.44,1.06,1.98,1.11,0.86,0.18,0.35,0.15,2.66,0.1,0.03,0.05,0.17,10.34,3.7,1.62,1.01,2.25,0.6,2.68,0.89,0.64,0.15,0.02,0.55,0.03,0.15,0.0,0.36,3.8,0.3,1.03,2.05,0.25,0.5,2.13,4.22,0.4,7.64,0.53,5.54,1.52,4.7,0.25,0.96,0.73,1.32,0.05,1.14,0.0,1.06,0.07,0.0,0.0,92.69,69.42,6.33,0.13,0.48,0.0,0.0,3.7,3.22,1.79,6.15,1.46,14-175,Petition DENIED.
gementera-v-united-states-opposition.txt,1.0,2960.0,96.29,46.08,5.28,7.45,11.09,27.84,61.22,38.07,5.91,1.69,0.74,0.0,0.07,0.78,0.1,4.22,9.43,12.57,5.03,1.79,3.95,1.22,7.94,2.74,1.45,0.3,9.05,0.68,3.68,1.05,2.64,0.44,1.62,0.2,3.45,0.0,0.07,0.0,0.81,8.72,2.36,1.79,1.05,1.49,1.01,2.5,0.71,0.61,0.03,0.07,0.95,0.17,0.64,0.03,0.1,5.07,0.37,1.01,2.8,0.44,0.74,2.23,3.95,0.3,7.5,0.44,5.1,1.82,2.33,0.14,1.11,0.24,0.0,0.0,1.45,0.03,1.25,0.07,0.1,0.0,30.1,11.28,6.01,0.0,0.47,0.03,0.0,1.28,3.45,0.68,5.61,1.28,05-227,Petition DENIED.
gene-mcnary-commissioner-immigration-and-naturalization-et-al-petitioners-v-haitian-0.txt,1.0,6306.0,96.56,48.41,8.01,28.94,14.3,29.89,66.65,39.66,5.44,1.33,0.06,0.24,0.08,0.29,0.67,4.11,7.88,14.91,4.88,2.51,3.71,1.67,7.87,2.58,1.6,0.94,6.79,1.24,3.19,1.68,1.49,0.17,0.38,0.46,4.35,0.02,0.02,0.02,0.27,10.15,2.25,2.24,1.38,1.57,1.13,3.31,1.22,1.01,0.1,0.03,0.43,0.08,0.27,0.0,0.11,8.1,0.51,2.47,4.33,0.95,0.63,2.24,4.76,0.68,8.61,1.08,5.49,1.86,7.88,0.33,0.1,0.25,0.03,0.0,0.46,0.02,0.35,0.06,0.03,0.0,26.8,9.01,5.2,0.1,0.71,0.05,0.0,1.84,2.41,1.17,4.79,1.52,89-1332,None
gene-mcnary-commissioner-immigration-and-naturalization-et-al-petitioners-v-haitian.txt,1.0,3188.0,97.73,57.11,14.73,30.54,12.21,29.33,66.97,40.75,5.71,1.19,0.03,0.66,0.0,0.09,0.41,4.52,8.88,15.68,4.64,2.07,3.32,1.66,6.99,2.76,1.54,0.6,6.34,1.51,2.67,1.47,1.19,0.19,0.31,0.38,6.12,0.03,0.0,0.03,0.06,9.66,2.2,1.91,0.82,1.6,1.07,3.29,1.38,1.25,0.06,0.06,0.38,0.09,0.22,0.0,0.16,6.15,0.88,1.79,3.39,0.22,0.6,1.85,4.61,0.56,10.1,0.63,7.53,1.76,6.15,0.19,0.56,0.09,0.0,0.0,0.44,0.0,0.25,0.16,0.03,0.0,25.72,9.76,5.05,0.06,0.35,0.0,0.0,1.44,1.63,1.29,4.02,2.13,89-1332,None
gene-p-dennison-et-al-petitioners-v-united-states-america.txt,1.0,2754.0,98.89,46.22,12.35,14.28,10.47,29.27,63.11,37.98,4.58,0.84,0.4,0.0,0.0,0.15,0.29,3.74,10.57,14.78,3.7,1.78,3.16,0.94,6.9,2.14,1.2,0.51,8.17,1.34,3.05,1.09,1.92,0.07,0.94,0.22,2.14,0.0,0.07,0.0,0.15,7.99,2.83,1.53,0.69,1.05,0.84,1.74,0.76,0.65,0.07,0.04,0.33,0.0,0.0,0.0,0.33,6.9,0.15,1.31,5.08,0.54,0.69,3.59,1.74,0.36,9.91,1.09,6.17,2.94,4.79,0.22,0.84,1.45,0.15,0.0,0.94,0.0,0.87,0.0,0.07,0.0,29.01,11.66,6.1,0.07,0.29,0.0,0.0,1.49,2.18,2.4,2.98,1.85,89-1572,None
general-constr-co-v-castro-opposition.txt,1.0,4037.0,97.43,39.73,17.67,39.5,10.74,25.17,62.35,37.55,5.3,1.49,0.72,0.0,0.0,0.72,0.05,3.81,10.45,12.41,4.63,2.03,3.32,1.16,7.08,2.58,1.59,1.21,10.85,2.58,2.01,1.39,0.62,0.05,0.27,0.2,2.3,0.02,0.02,0.07,0.67,8.72,2.16,1.41,0.92,1.39,1.07,3.0,0.32,0.3,0.0,0.02,1.29,0.77,1.07,0.0,0.12,6.12,0.05,2.65,2.95,1.49,0.1,2.13,3.69,0.42,11.2,0.69,6.47,4.21,6.66,0.15,0.79,1.19,0.02,0.02,0.94,0.02,0.89,0.02,0.0,0.0,27.99,11.25,5.13,0.0,0.3,0.0,0.0,1.63,1.41,1.34,5.6,1.34,05-371,Petition DENIED.
